lon	lat	color	text	font_size	max_lod	transparent	demand	population
139.7801460	35.6961890	000000	東神田二丁目	0	0	1	KM_Office	5803
139.7804970	35.6943280	000000	東神田一丁目	0	0	1	KM_Office	2770
139.7709710	35.7040660	000000	外神田六丁目	0	0	1	KM_Office	4983
139.7723660	35.7040210	000000	外神田五丁目	0	0	1	KM_Office	2272
139.7723700	35.7014300	000000	外神田四丁目	0	0	1	KM_Office	17225
139.7704960	35.7012750	000000	外神田三丁目	0	0	1	KM_Office	8429
139.7685520	35.7006750	000000	外神田二丁目	0	0	1	KM_Office	13180
139.7708850	35.6984060	000000	外神田一丁目	0	0	1	KM_Office	22009
139.7739710	35.6988020	000000	神田花岡町	0	0	1	KM_Office	1104
139.7736020	35.6995240	000000	神田相生町	0	0	1	KM_Office	917
139.7740370	35.7007100	000000	神田練塀町	0	0	1	KM_Office	20875
139.7798370	35.6976580	000000	神田佐久間町四丁目	0	0	1	KM_Office	786
139.7779360	35.6979830	000000	神田佐久間町三丁目	0	0	1	KM_Office	3249
139.7763680	35.6980090	000000	神田佐久間町二丁目	0	0	1	KM_Office	3949
139.7742220	35.6979790	000000	神田佐久間町一丁目	0	0	1	KM_Office	3549
139.7430570	35.6981260	000000	富士見二丁目	0	0	1	KM_Office	17127
139.7469780	35.6978710	000000	富士見一丁目	0	0	1	KM_Office	3701
139.7467080	35.7008870	000000	飯田橋四丁目	0	0	1	KM_Office	4773
139.7486280	35.7013920	000000	飯田橋三丁目	0	0	1	KM_Office	14965
139.7505640	35.6992060	000000	飯田橋二丁目	0	0	1	KM_Office	8376
139.7494140	35.6984700	000000	飯田橋一丁目	0	0	1	KM_Office	4167
139.7522630	35.7005420	000000	神田三崎町三丁目	0	0	1	KM_Office	5486
139.7543530	35.7007600	000000	神田三崎町二丁目	0	0	1	KM_Office	9241
139.7564310	35.7006000	000000	神田三崎町一丁目	0	0	1	KM_Office	2793
139.7533190	35.6980210	000000	西神田三丁目	0	0	1	KM_Office	4383
139.7552670	35.6988020	000000	西神田二丁目	0	0	1	KM_Office	1512
139.7571500	35.6994100	000000	西神田一丁目	0	0	1	KM_Office	1770
139.7584850	35.6999845	000000	神田猿楽町二丁目	0	0	1	KM_Office	6964
139.7599554	35.6981650	000000	神田猿楽町一丁目	0	0	1	KM_Office	2401
139.7542750	35.6953650	000000	神田神保町三丁目	0	0	1	KM_Office	6453
139.7564540	35.6966370	000000	神田神保町二丁目	0	0	1	KM_Office	10001
139.7590730	35.6964910	000000	神田神保町一丁目	0	0	1	KM_Office	13658
