@lon	@lat	name
139.6997412	35.6999128	百人町一丁目
139.6840999	35.7164250	中井二丁目
139.6845679	35.7150367	中井一丁目
139.7200669	35.7062337	馬場下町
139.7367194	35.7046001	赤城元町
139.6790680	35.7268556	西落合四丁目
139.6791941	35.7242699	西落合三丁目
139.6769303	35.7208380	西落合二丁目
139.6815196	35.7211538	西落合一丁目
139.7243518	35.6826772	若葉三丁目
